Nombre,Plataforma,Año,Género,Compañía,USA,Europa,Japón,Otros
Fallout 4,Xbox One,2015,Role-Playing,Bethesda Softworks,2.51,1.32,0.01,0.38
FIFA 14,Xbox360,2013,Sports,Electronic Arts,0.92,2.89,0.01,0.4
Daxter,PlayStation Portable,2006,Platform,Sony Computer Entertainment,2.45,1.01,0.0,0.75
Warcraft II: Tides of Darkness,PC,1995,Strategy,Activision,1.7,2.27,0.0,0.23
FIFA Soccer 06,PlayStation2,2005,Sports,Electronic Arts,0.78,2.55,0.04,0.84
EyeToy Play,PlayStation2,2003,Misc,Sony Computer Entertainment,0.88,2.3,0.2,0.83
Gran Turismo 5 Prologue,PlayStation3,2007,Racing,Sony Computer Entertainment,1.28,1.82,0.57,0.52
Assassin's Creed: Revelations,Xbox360,2011,Action,Ubisoft,2.25,1.47,0.04,0.43
FIFA 12,Xbox360,2011,Sports,Electronic Arts,0.84,2.78,0.02,0.53
Teenage Mutant Ninja Turtles,NES (Nintendo Entertainment System),1989,Action,Palcom,3.38,0.44,0.31,0.04
Street Fighter IV,PlayStation3,2009,Fighting,Capcom,2.03,1.04,0.58,0.52
Excitebike,NES (Nintendo Entertainment System),1984,Racing,Nintendo,2.04,0.48,1.57,0.07
Frogger,PlayStation,1997,Action,Hasbro Interactive,3.79,0.27,0.0,0.11
Madden NFL 2003,PlayStation2,2002,Sports,Electronic Arts,3.36,0.21,0.01,0.56
Half-Life,PC,1997,Shooter,Vivendi Games,4.03,0.0,0.09,0.0
Super Mario World 2: Yoshi's Island,Super Nintendo Entertainment System,1995,Platform,Nintendo,1.65,0.61,1.76,0.09
FIFA Soccer 07,PlayStation2,2006,Sports,Electronic Arts,0.71,2.48,0.03,0.89
Street Fighter II Turbo,Super Nintendo Entertainment System,1992,Fighting,Capcom,1.42,0.51,2.1,0.07
World of Warcraft: The Burning Crusade,PC,2007,Role-Playing,Activision,2.57,1.52,0.0,0.0
Battlefield 1,PlayStation4,2016,Shooter,Electronic Arts,1.1,2.15,0.21,0.61
God of War II,PlayStation2,2007,Action,Sony Computer Entertainment,2.32,0.04,0.04,1.67
World Soccer Winning Eleven 9,PlayStation2,2005,Sports,Konami Digital Entertainment,0.12,2.26,0.9,0.77
Fallout: New Vegas,Xbox360,2010,Role-Playing,Bethesda Softworks,2.66,1.03,0.04,0.33
Forza Motorsport 2,Xbox360,2007,Racing,Microsoft Game Studios,2.35,1.27,0.03,0.41
Carnival Games,Nintendo Wii,2007,Misc,Take-Two Interactive,2.12,1.47,0.05,0.42
Watch Dogs,PlayStation4,2014,Action,Ubisoft,1.4,1.9,0.11,0.64
Namco Museum Vol.3,PlayStation,1996,Misc,Sony Computer Entertainment,2.28,1.55,0.16,0.06
Tekken Tag Tournament,PlayStation2,2000,Fighting,Namco Bandai Games,1.68,1.51,0.51,0.35
Far Cry 4,PlayStation4,2014,Shooter,Ubisoft,1.13,2.18,0.1,0.63
Star Fox 64,Nintendo 64,1997,Shooter,Nintendo,2.78,0.58,0.64,0.04
Golf,NES (Nintendo Entertainment System),1984,Sports,Nintendo,1.22,0.28,2.46,0.04
Namco Museum: 50th Anniversary,PlayStation2,2005,Misc,Namco Bandai Games,2.08,1.35,0.0,0.54
Left 4 Dead 2,Xbox360,2009,Shooter,Electronic Arts,2.67,0.87,0.05,0.38
The Witcher 3: Wild Hunt,PlayStation4,2015,Role-Playing,Namco Bandai Games,1.02,2.13,0.23,0.59
Assassin's Creed: Unity,PlayStation4,2014,Action,Ubisoft,1.19,2.07,0.08,0.62
Batman: Arkham Knight,PlayStation4,2015,Action,Warner Bros. Interactive Entertainment,1.53,1.69,0.1,0.64
The Legend of Zelda: Skyward Sword,Nintendo Wii,2011,Action,Nintendo,2.03,1.16,0.37,0.38
Fallout 3,PlayStation3,2008,Role-Playing,Bethesda Softworks,2.15,1.13,0.07,0.59
Professor Layton and the Diabolical Box,Nintendo Dual Screen,2007,Puzzle,Nintendo,0.9,1.76,0.92,0.37
Donkey Kong Land,Nintendo Game Boy,1994,Platform,Nintendo,1.97,0.76,1.07,0.11
EA Sports Active,Nintendo Wii,2009,Sports,Electronic Arts,2.09,1.35,0.06,0.4
Tony Hawk's Underground,PlayStation2,2003,Sports,Activision,2.29,1.17,0.01,0.42
Monster Hunter 4 Ultimate,Nintendo 3DS,2014,Role-Playing,Nintendo,0.68,0.48,2.62,0.11
The Elder Scrolls V: Skyrim,PC,2011,Role-Playing,Bethesda Softworks,1.16,2.12,0.0,0.6
NBA 2K16,PlayStation4,2015,Sports,Take-Two Interactive,2.49,0.66,0.03,0.69
Tekken 5,PlayStation2,2005,Fighting,Namco Bandai Games,0.93,1.94,0.31,0.7
Dragon Warrior III,NES (Nintendo Entertainment System),1988,Role-Playing,Enix Corporation,0.1,0.0,3.77,0.0
MotorStorm,PlayStation3,2006,Racing,Sony Computer Entertainment,1.53,1.6,0.06,0.67
Nintendogs + cats,Nintendo 3DS,2011,Simulation,Nintendo,1.44,1.41,0.73,0.27
World Soccer Winning Eleven 8 International,PlayStation2,2004,Sports,Konami Digital Entertainment,0.16,1.89,1.12,0.68
Sports Champions,PlayStation3,2010,Sports,Sony Computer Entertainment,2.13,1.12,0.1,0.5
Namco Museum Vol.1,PlayStation,1995,Misc,Sony Computer Entertainment,2.12,1.44,0.22,0.06
The Legend of Zelda: Link's Awakening,Nintendo Game Boy,1992,Action,Nintendo,2.21,0.96,0.54,0.13
Call of Duty: Ghosts,PlayStation4,2013,Shooter,Activision,1.78,1.43,0.05,0.57
Flash Focus: Vision Training in Minutes a Day,Nintendo Dual Screen,2007,Misc,Nintendo,0.86,1.56,1.05,0.35
Tom Clancy's The Division,PlayStation4,2016,Shooter,Ubisoft,1.35,1.7,0.15,0.6
Big Brain Academy: Wii Degree,Nintendo Wii,2007,Misc,Nintendo,1.05,1.91,0.41,0.42
Resident Evil Director's Cut,PlayStation,1996,Action,Virgin Interactive,1.82,1.24,0.47,0.25
Mario & Luigi: Bowser's Inside Story,Nintendo Dual Screen,2009,Role-Playing,Nintendo,2.23,0.47,0.81,0.26
LEGO Indiana Jones: The Original Adventures,Xbox360,2008,Action,Activision,2.4,1.01,0.0,0.36
The Sims: Unleashed,PC,2002,Simulation,Electronic Arts,2.03,1.56,0.0,0.17
Ratchet & Clank: Size Matters,PlayStation Portable,2007,Platform,Sony Computer Entertainment,1.4,1.39,0.1,0.86
Harry Potter and the Sorcerer's Stone,PlayStation,2001,Action,Electronic Arts,1.37,2.0,0.14,0.22
Mario & Sonic at the London 2012 Olympic Games,Nintendo Wii,2011,Sports,Sega,1.12,1.87,0.27,0.45
Resident Evil 3: Nemesis,PlayStation,1999,Action,Eidos Interactive,1.3,0.77,1.54,0.11
Super Paper Mario,Nintendo Wii,2007,Platform,Nintendo,1.95,0.86,0.59,0.31
Spyro: Year of the Dragon,PlayStation,2000,Platform,Sony Computer Entertainment,1.93,1.58,0.0,0.19
Assassin's Creed IV: Black Flag,PlayStation3,2013,Action,Ubisoft,1.33,1.68,0.13,0.57
FIFA Soccer 2005,PlayStation2,2004,Sports,Electronic Arts,0.58,2.48,0.04,0.59
PokÃ©mon Trading Card Game,Nintendo Game Boy,1998,Strategy,Nintendo,1.49,0.73,1.38,0.1
Friend Collection,Nintendo Dual Screen,2009,Misc,Nintendo,0.0,0.0,3.67,0.0
Tony Hawk's Pro Skater 4,PlayStation2,2002,Sports,Activision,2.13,1.18,0.01,0.35
Star Wars Battlefront (2015),Xbox One,2015,Shooter,Electronic Arts,2.04,1.28,0.02,0.32
MySims,Nintendo Dual Screen,2007,Simulation,Electronic Arts,1.58,1.59,0.08,0.41
Midnight Club 3: DUB Edition,PlayStation Portable,2005,Racing,Take-Two Interactive,1.65,1.21,0.0,0.79
Banjo-Kazooie,Nintendo 64,1998,Platform,Nintendo,1.87,1.13,0.55,0.1
SOCOM: U.S. Navy SEALs,PlayStation2,2002,Shooter,Sony Computer Entertainment,2.53,0.81,0.06,0.24
Jak and Daxter: The Precursor Legacy,PlayStation2,2001,Platform,Sony Computer Entertainment,2.08,1.09,0.15,0.33
Pokemon Snap,Nintendo 64,1999,Simulation,Nintendo,2.23,0.68,0.66,0.06
Pro Evolution Soccer 2008,PlayStation2,2007,Sports,Konami Digital Entertainment,0.05,0.0,0.64,2.93
Resident Evil 4,PlayStation2,2005,Action,Capcom,2.08,0.83,0.46,0.25
Guitar Hero: World Tour,Nintendo Wii,2008,Misc,Activision,2.32,0.96,0.0,0.34
FIFA Soccer 10,PlayStation3,2009,Sports,Electronic Arts,0.6,2.45,0.05,0.52
Star Wars: Battlefront,PlayStation2,2004,Shooter,LucasArts,1.93,1.22,0.03,0.44
Doom II: Hell on Earth,PC,1994,Shooter,Virgin Interactive,2.05,1.4,0.0,0.16
The Simpsons: Road Rage,PlayStation2,2001,Racing,Electronic Arts,2.02,1.17,0.0,0.42
Luigi's Mansion,Nintendo GameCube,2001,Action,Nintendo,2.38,0.67,0.46,0.1
Battlefield 4,PlayStation4,2013,Shooter,Electronic Arts,1.35,1.55,0.17,0.51
Star Wars: Battlefront II,PlayStation2,2005,Shooter,LucasArts,2.18,1.02,0.03,0.37
Just Dance 2014,Nintendo Wii,2013,Misc,Ubisoft,1.88,1.39,0.0,0.31
Cooking Mama 2: Dinner With Friends,Nintendo Dual Screen,2007,Simulation,505 Games,1.6,1.49,0.1,0.39
WWF SmackDown!,PlayStation,2000,Fighting,THQ,2.01,1.35,0.06,0.16
Croc: Legend of the Gobbos,PlayStation,1997,Platform,Fox Interactive,1.57,1.79,0.0,0.2
Grand Theft Auto: Liberty City Stories,PlayStation2,2006,Action,Take-Two Interactive,1.56,1.4,0.07,0.5
The Getaway,PlayStation2,2002,Action,Sony Computer Entertainment,1.23,1.77,0.05,0.49
Tomb Raider III: Adventures of Lara Croft,PlayStation,1997,Action,Eidos Interactive,1.66,1.58,0.12,0.18
James Bond 007: Agent Under Fire,PlayStation2,2001,Shooter,Electronic Arts,1.9,1.13,0.1,0.41
LEGO Star Wars: The Video Game,PlayStation2,2005,Action,Eidos Interactive,1.98,1.14,0.01,0.41
Rugrats in Paris: The Movie,PlayStation,2000,Action,THQ,1.96,1.33,0.0,0.23
FIFA Soccer 11,Xbox360,2010,Sports,Electronic Arts,0.71,2.39,0.02,0.4
Spyro 2: Ripto's Rage!,PlayStation,1999,Platform,Sony Computer Entertainment,2.14,1.21,0.01,0.17
Left 4 Dead,Xbox360,2008,Shooter,Electronic Arts,2.66,0.49,0.05,0.3
Donkey Kong Country 3: Dixie Kong's Double Trouble!,Super Nintendo Entertainment System,1996,Platform,Nintendo,1.17,0.5,1.75,0.08
Assassin's Creed: Unity,Xbox One,2014,Action,Ubisoft,2.27,0.9,0.0,0.33
Kung Fu,NES (Nintendo Entertainment System),1985,Action,Nintendo,1.64,0.38,1.42,0.06
Resident Evil 5,Xbox360,2009,Action,Capcom,2.11,0.93,0.12,0.34
Assassin's Creed: Brotherhood,Xbox360,2010,Action,Ubisoft,2.85,0.38,0.03,0.24
Battlefield 4,PlayStation3,2013,Shooter,Electronic Arts,1.3,1.42,0.27,0.5
Batman: Arkham Asylum,Xbox360,2009,Action,Eidos Interactive,2.2,0.95,0.02,0.31
Battlefield 4,Xbox360,2013,Shooter,Electronic Arts,2.15,1.01,0.02,0.31
Battlefield: Bad Company 2,Xbox360,2010,Shooter,Electronic Arts,2.1,1.01,0.04,0.32
Mario & Sonic at the Olympic Winter Games,Nintendo Dual Screen,2009,Sports,Sega,1.21,1.62,0.27,0.37
Guitar Hero: On Tour,Nintendo Dual Screen,2008,Misc,Activision,2.1,1.01,0.01,0.35
Clubhouse Games,Nintendo Dual Screen,2006,Misc,Nintendo,0.59,1.79,0.73,0.34
Monster Hunter 4,Nintendo 3DS,2013,Role-Playing,Capcom,0.0,0.0,3.44,0.0
Borderlands,Xbox360,2009,Shooter,Take-Two Interactive,2.4,0.71,0.03,0.29
Tekken 4,PlayStation2,2002,Fighting,Namco Bandai Games,1.55,1.27,0.33,0.29
Final Fantasy III,Super Nintendo Entertainment System,1994,Role-Playing,SquareSoft,0.86,0.0,2.55,0.02
Grand Theft Auto 2,PlayStation,1998,Action,Take-Two Interactive,1.13,2.07,0.0,0.22
Metal Gear Solid V: The Phantom Pain,PlayStation4,2015,Action,Konami Digital Entertainment,1.09,1.36,0.49,0.48
Spider-Man 2,PlayStation2,2004,Action,Activision,1.75,1.2,0.02,0.43
F-1 Race,Nintendo Game Boy,1990,Racing,Nintendo,1.73,0.69,0.59,0.4
FIFA Soccer 2003,PlayStation2,2002,Sports,Electronic Arts,0.46,2.28,0.05,0.61
LittleBigPlanet 2,PlayStation3,2011,Platform,Sony Computer Entertainment,1.83,1.05,0.06,0.46
Crash Bash,PlayStation,2000,Misc,Sony Computer Entertainment,1.56,1.47,0.19,0.17
Assassin's Creed Syndicate,PlayStation4,2015,Action,Ubisoft,0.81,1.99,0.07,0.52
LEGO Batman: The Videogame,Xbox360,2008,Action,Warner Bros. Interactive Entertainment,2.04,1.02,0.0,0.32
Destiny,Xbox One,2014,Shooter,Activision,2.14,0.92,0.0,0.31
WWF War Zone,PlayStation,1998,Fighting,Acclaim Entertainment,2.47,0.76,0.0,0.13
The Legend of Zelda: Majora's Mask,Nintendo 64,2000,Action,Nintendo,1.9,0.67,0.73,0.06
Far Cry 3,PlayStation3,2012,Shooter,Ubisoft,0.88,1.7,0.1,0.67
Rugrats: Search For Reptar,PlayStation,1998,Adventure,THQ,1.63,1.53,0.0,0.18
English Training: Have Fun Improving Your Skills!,Nintendo Dual Screen,2006,Misc,Nintendo,0.0,0.99,2.32,0.02
James Bond 007: Nightfire,PlayStation2,2002,Shooter,Electronic Arts,1.45,1.29,0.12,0.46
Ratchet & Clank,PlayStation2,2002,Platform,Sony Computer Entertainment,1.44,1.01,0.57,0.3
Monster Hunter X,Nintendo 3DS,2015,Action,Capcom,0.27,0.21,2.79,0.05
Star Wars Episode III: Revenge of the Sith,PlayStation2,2005,Action,LucasArts,1.47,1.39,0.03,0.43
The Legend of Zelda: Spirit Tracks,Nintendo Dual Screen,2009,Action,Nintendo,1.4,0.91,0.74,0.26
Max Payne,PlayStation2,2001,Shooter,Take-Two Interactive,1.99,1.05,0.05,0.22
Assassin's Creed IV: Black Flag,Xbox360,2013,Action,Ubisoft,1.9,1.11,0.01,0.29
The Lord of the Rings: The Return of the King,PlayStation2,2003,Action,Electronic Arts,1.5,1.28,0.05,0.46
Yokai Watch 2 Ganso/Honke,Nintendo 3DS,2014,Role-Playing,Nintendo,0.09,0.0,3.18,0.01
Gears of War: Ultimate Edition,Xbox One,2015,Shooter,Microsoft Game Studios,2.61,0.33,0.0,0.34
True Crime: Streets of LA,PlayStation2,2003,Action,Activision,1.89,1.05,0.02,0.31
Professor Layton and the Unwound Future,Nintendo Dual Screen,2008,Puzzle,Nintendo,0.6,1.57,0.82,0.27
Gran Turismo (PSP),PlayStation Portable,2009,Racing,Sony Computer Entertainment,0.5,1.58,0.31,0.87
FIFA 16,Xbox One,2015,Sports,Electronic Arts,0.89,2.12,0.0,0.24
Wii Music,Nintendo Wii,2008,Misc,Nintendo,1.35,1.11,0.46,0.32
Tekken,PlayStation,1995,Fighting,Sony Computer Entertainment,0.95,1.3,0.77,0.22
Madden NFL 16,PlayStation4,2015,Sports,Electronic Arts,2.34,0.3,0.0,0.6
Gran Turismo 6,PlayStation3,2013,Racing,Sony Computer Entertainment,0.72,1.67,0.4,0.44
Halo: The Master Chief Collection,Xbox One,2014,Shooter,Microsoft Game Studios,1.91,1.0,0.03,0.29
007: Tomorrow Never Dies,PlayStation,1999,Shooter,Electronic Arts,1.72,1.33,0.0,0.16
Super Mario Maker,Nintendo WiiU,2015,Platform,Nintendo,1.18,0.89,0.94,0.2
WWF SmackDown! 2: Know Your Role,PlayStation,2000,Fighting,THQ,1.76,1.21,0.07,0.16
Baseball,NES (Nintendo Entertainment System),1983,Sports,Nintendo,0.73,0.1,2.35,0.02
Killer Instinct,Super Nintendo Entertainment System,1995,Fighting,Nintendo,2.26,0.72,0.12,0.1
Dragon Quest VI: Maboroshi no Daichi,Super Nintendo Entertainment System,1995,Role-Playing,Enix Corporation,0.0,0.0,3.19,0.0
God of War: Chains of Olympus,PlayStation Portable,2008,Action,Sony Computer Entertainment,1.48,1.0,0.04,0.66
Enter the Matrix,PlayStation2,2003,Action,Atari,1.78,1.12,0.09,0.19
Crisis Core: Final Fantasy VII,PlayStation Portable,2007,Role-Playing,Square Enix,1.35,0.59,0.8,0.43
Dance Central,Xbox360,2010,Misc,MTV Games,2.15,0.76,0.01,0.26
L.A. Noire,PlayStation3,2011,Adventure,Take-Two Interactive,1.27,1.29,0.12,0.49
Ace Combat 04: Shattered Skies,PlayStation2,2001,Simulation,Sony Computer Entertainment Europe,2.06,0.56,0.38,0.17
Animal Crossing,Nintendo GameCube,2001,Simulation,Nintendo,1.92,0.16,0.99,0.09
FIFA Soccer 08,PlayStation2,2007,Sports,Electronic Arts,0.68,0.0,0.0,2.46
Club Penguin: Elite Penguin Force,Nintendo Dual Screen,2008,Adventure,Disney Interactive Studios,1.87,0.97,0.0,0.3
Spider-Man,PlayStation,2000,Action,Activision,1.7,1.25,0.02,0.16
Mario Party 9,Nintendo Wii,2012,Misc,Nintendo,1.06,1.09,0.76,0.22
Need for Speed III: Hot Pursuit,PlayStation,1998,Racing,Electronic Arts,2.14,0.86,0.0,0.13
Star Wars Episode I Racer,Nintendo 64,1999,Racing,Nintendo,2.31,0.62,0.14,0.04
Sonic Rush,Nintendo Dual Screen,2005,Platform,Sega,1.21,1.56,0.06,0.29
Dragon Warrior IV,NES (Nintendo Entertainment System),1990,Role-Playing,Enix Corporation,0.08,0.0,3.03,0.01
Rhythm Heaven,Nintendo Dual Screen,2008,Misc,Nintendo,0.55,0.5,1.93,0.13
Fallout: New Vegas,PlayStation3,2010,Role-Playing,Bethesda Softworks,1.52,1.03,0.1,0.46
Personal Trainer: Cooking,Nintendo Dual Screen,2006,Misc,Nintendo,0.9,1.0,1.03,0.17
The Elder Scrolls IV: Oblivion,PlayStation3,2007,Role-Playing,Ubisoft,1.69,0.85,0.14,0.43
The Legend of Zelda: A Link Between Worlds,Nintendo 3DS,2013,Action,Nintendo,1.4,1.01,0.46,0.23
Resident Evil 6,PlayStation3,2012,Shooter,Capcom,0.88,0.94,0.88,0.4
Mass Effect 2,Xbox360,2010,Role-Playing,Electronic Arts,1.99,0.81,0.03,0.27
Dragon Ball Z: Budokai,PlayStation2,2002,Fighting,Atari,2.17,0.28,0.55,0.08
Madden NFL 2002,PlayStation2,2001,Sports,Electronic Arts,2.5,0.16,0.01,0.42
World Class Track Meet,NES (Nintendo Entertainment System),1986,Sports,Namco Bandai Games,1.92,0.45,0.64,0.07
Donkey Kong,Nintendo Game Boy,1994,Platform,Nintendo,1.57,0.62,0.55,0.34
The Sims: Vacation,PC,2002,Simulation,Electronic Arts,1.72,1.21,0.0,0.14
Animal Crossing: Happy Home Designer,Nintendo 3DS,2015,Simulation,Nintendo,0.51,1.02,1.4,0.12
The Sims 4,PC,2014,Simulation,Electronic Arts,1.0,1.82,0.0,0.23
Borderlands 2,Xbox360,2012,Shooter,Take-Two Interactive,1.89,0.88,0.04,0.25
LEGO Batman: The Videogame,Nintendo Dual Screen,2008,Action,Warner Bros. Interactive Entertainment,1.75,1.01,0.0,0.29
Kung Fu Panda,Xbox360,2008,Action,Activision,1.91,0.84,0.0,0.29
Mass Effect 3,Xbox360,2012,Role-Playing,Electronic Arts,1.94,0.84,0.03,0.24
Heavy Rain,PlayStation3,2010,Adventure,Sony Computer Entertainment,1.29,1.21,0.06,0.47
Rayman,PlayStation,1995,Platform,Ubisoft,1.54,1.33,0.0,0.16
Saints Row 2,Xbox360,2008,Action,THQ,1.94,0.79,0.02,0.28
Tom Clancy's Splinter Cell,Xbox,2002,Action,Ubisoft,1.85,1.04,0.0,0.13
Mike Tyson's Punch-Out!!,NES (Nintendo Entertainment System),1987,Fighting,Nintendo,2.03,0.47,0.45,0.07
WWE SmackDown! Shut Your Mouth,PlayStation2,2002,Sports,THQ,1.45,1.13,0.07,0.38
FIFA 14,PlayStation4,2013,Sports,Electronic Arts,0.61,1.85,0.11,0.44
Killzone 2,PlayStation3,2009,Shooter,Sony Computer Entertainment,1.4,1.06,0.08,0.47
Far Cry 3,Xbox360,2012,Shooter,Ubisoft,1.38,1.32,0.02,0.28
Epic Mickey,Nintendo Wii,2010,Platform,Disney Interactive Studios,2.04,0.63,0.12,0.22
NBA 2K13,Xbox360,2012,Sports,Take-Two Interactive,2.6,0.2,0.01,0.19
Dragon Ball Z: Budokai Tenkaichi 3,PlayStation2,2007,Fighting,Atari,1.15,0.0,0.76,1.09
Star Fox,Super Nintendo Entertainment System,1993,Shooter,Nintendo,1.61,0.51,0.8,0.07
The Sims: Livin Large,PC,2000,Misc,Electronic Arts,1.67,1.18,0.0,0.13
World Soccer Winning Eleven 6 International,PlayStation2,2002,Sports,Konami Digital Entertainment,0.12,1.26,1.16,0.45
Devil May Cry,PlayStation2,2001,Action,Capcom,1.36,0.86,0.64,0.13
Star Wars: The Old Republic,PC,2011,Role-Playing,Electronic Arts,1.58,1.01,0.0,0.38
Middle-Earth: Shadow of Mordor,PlayStation4,2014,Action,Warner Bros. Interactive Entertainment,1.01,1.43,0.05,0.47
Sonic Heroes,PlayStation2,2003,Platform,Sega,1.04,1.37,0.06,0.49
Hitman 2: Silent Assassin,PlayStation2,2002,Action,Eidos Interactive,1.36,1.15,0.04,0.41
Titanfall,Xbox One,2014,Shooter,Electronic Arts,1.84,0.8,0.04,0.27
Battlefield: Bad Company 2,PlayStation3,2010,Shooter,Electronic Arts,1.33,1.1,0.08,0.44
Wave Race 64,Nintendo 64,1996,Racing,Nintendo,1.98,0.58,0.34,0.04
SOCOM II: U.S. Navy SEALs,PlayStation2,2003,Shooter,Sony Computer Entertainment,2.22,0.51,0.06,0.15
WWE SmackDown! vs. RAW 2006,PlayStation2,2005,Fighting,THQ,1.45,1.11,0.04,0.33
Pac-Man Collection,Game Boy Advance,2001,Puzzle,Atari,2.07,0.77,0.05,0.05
Street Fighter IV,Xbox360,2009,Fighting,Capcom,1.82,0.7,0.15,0.26
inFAMOUS,PlayStation3,2009,Action,Sony Computer Entertainment,1.76,0.68,0.12,0.37
Kirby Super Star Ultra,Nintendo Dual Screen,2008,Platform,Nintendo,1.55,0.04,1.19,0.15
Call of Duty: Ghosts,Xbox One,2013,Shooter,Activision,1.88,0.77,0.0,0.27
FIFA 15,Xbox360,2014,Sports,Electronic Arts,0.79,1.92,0.0,0.21
Super Mario World 2: Yoshi's Island,Game Boy Advance,2002,Platform,Nintendo,1.75,0.45,0.62,0.09
Mass Effect,Xbox360,2007,Role-Playing,Microsoft Game Studios,1.83,0.79,0.03,0.27
Sonic Mega Collection Plus,PlayStation2,2004,Misc,Sega,1.54,1.14,0.0,0.22
World Soccer Winning Eleven 7 International,PlayStation2,2003,Sports,Konami Digital Entertainment,0.08,1.24,1.13,0.45
Sega Superstars Tennis,Xbox360,2008,Sports,Sega,1.75,0.86,0.0,0.28
Hot Shots Golf 3,PlayStation2,2001,Sports,Sony Computer Entertainment,0.99,0.32,1.38,0.2
Cooking Mama: Cook Off,Nintendo Wii,2007,Simulation,505 Games,1.41,1.12,0.05,0.3
Call of Duty: Finest Hour,PlayStation2,2004,Shooter,Activision,1.51,1.12,0.01,0.24
WarioWare: Smooth Moves,Nintendo Wii,2006,Puzzle,Nintendo,0.86,1.04,0.73,0.26
Syphon Filter,PlayStation,1999,Shooter,Sony Computer Entertainment,2.03,0.72,0.02,0.11
Imagine: Babyz,Nintendo Dual Screen,2007,Simulation,Ubisoft,1.3,1.26,0.0,0.31
Colin McRae Rally,PlayStation,1998,Racing,Codemasters,0.09,2.43,0.12,0.22
Madden NFL 13,Xbox360,2012,Sports,Electronic Arts,2.53,0.15,0.0,0.17
The Elder Scrolls III: Morrowind,Xbox,2002,Role-Playing,Ubisoft,2.09,0.63,0.03,0.11
Assassin's Creed IV: Black Flag,PlayStation4,2013,Action,Ubisoft,1.07,1.31,0.06,0.42
Command & Conquer: Red Alert,PC,1996,Strategy,Virgin Interactive,1.37,1.34,0.0,0.14
F-Zero,Super Nintendo Entertainment System,1990,Racing,Nintendo,1.37,0.51,0.89,0.07
Yoshi's Story,Nintendo 64,1997,Platform,Nintendo,1.29,0.53,0.98,0.05
Mortal Kombat,PlayStation3,2011,Fighting,Warner Bros. Interactive Entertainment,1.98,0.53,0.0,0.34
Madden NFL 10,Xbox360,2009,Sports,Electronic Arts,2.52,0.09,0.0,0.22
WWE SmackDown! vs. Raw,PlayStation2,2002,Fighting,THQ,1.32,1.08,0.04,0.39
BioShock,Xbox360,2007,Shooter,Take-Two Interactive,1.65,0.85,0.05,0.28
Metroid Prime,Nintendo GameCube,2002,Shooter,Nintendo,1.96,0.67,0.1,0.09
Assassin's Creed: Brotherhood,PlayStation3,2010,Action,Ubisoft,1.87,0.55,0.11,0.29
Finding Nemo,Game Boy Advance,2003,Action,THQ,1.59,1.05,0.04,0.14
Zumba Fitness 2,Nintendo Wii,2011,Sports,Majesco Entertainment,1.51,1.03,0.0,0.27
Myst,PC,1994,Adventure,Red Orb,0.02,2.79,0.0,0.0
Medal of Honor,PlayStation3,2010,Shooter,Electronic Arts,1.28,1.04,0.07,0.42
Need for Speed: Most Wanted,PlayStation3,2012,Racing,Electronic Arts,0.71,1.46,0.06,0.58
Imagine: Fashion Designer,Nintendo Dual Screen,2007,Simulation,Ubisoft,1.32,1.19,0.0,0.3
WWE SmackDown! Here Comes the Pain,PlayStation2,2003,Fighting,THQ,1.32,1.06,0.04,0.38
Hot Shots Golf,PlayStation,1997,Sports,Sony Computer Entertainment,0.29,0.2,2.13,0.18
A Bug's Life,PlayStation,1998,Platform,Sony Computer Entertainment,1.96,0.72,0.0,0.11
WWF SmackDown! Just Bring It,PlayStation2,2001,Fighting,THQ,1.19,1.15,0.04,0.41
inFAMOUS: Second Son,PlayStation4,2014,Action,Sony Computer Entertainment,1.28,0.98,0.07,0.46
Dragon Quest V: Tenkuu no Hanayome,Super Nintendo Entertainment System,1992,Role-Playing,Enix Corporation,0.0,0.0,2.78,0.01
Mortal Kombat Trilogy,PlayStation,1996,Fighting,GT Interactive,1.98,0.7,0.0,0.11
Monster Hunter Tri,Nintendo 3DS,2011,Role-Playing,Nintendo,0.46,0.29,1.96,0.07
NBA Street,PlayStation2,2001,Sports,Electronic Arts,2.19,0.22,0.0,0.38
Jak II,PlayStation2,2003,Platform,Sony Computer Entertainment,1.68,0.74,0.0,0.36
Ratchet & Clank: Going Commando,PlayStation2,2003,Platform,Sony Computer Entertainment,1.44,0.83,0.26,0.25
Need for Speed: Hot Pursuit,PlayStation3,2010,Racing,Electronic Arts,1.05,1.23,0.03,0.47
Skylanders: Spyro's Adventure,Nintendo Wii,2011,Action,Activision,1.35,1.13,0.0,0.3
Battlefield 3,PC,2011,Shooter,Electronic Arts,0.89,1.43,0.0,0.46
Mortal Kombat X,PlayStation4,2015,Fighting,Warner Bros. Interactive Entertainment,1.5,0.8,0.0,0.48
The Sims,PlayStation2,2003,Simulation,Electronic Arts,1.41,1.12,0.0,0.24
Killzone 3,PlayStation3,2011,Shooter,Sony Computer Entertainment,1.45,0.86,0.09,0.38
